MMSI|Ship Name|IMO|Call Sign|Type Code|Latitude|Longitude|Area
525000937|PANGANDARAN EXPLORER|220150937|YBZD|31|-2.137387|98.289095|Malacca Strait
525000938|BELAWAN 445|220150938|YBYM|32|-4.388648|109.540694|Java Sea
525000939|PELNI WAVE|220150939|YBAA|36|-3.437365|127.008849|Banda Sea
525000940|BELAWAN CARGO|220150940|YBKB|37|-9.097234|136.859883|Arafura Sea
525000941|CIPATUJAH LINER|220150941|YBHF|60|-3.646808|118.419959|Makassar Strait
525000942|MORO SPIRIT|220150942|YBVL|70|-6.415906|105.587527|Sunda Strait
525000943|BENGKULU OCEAN|220150943|YBKI|79|-7.942408|114.742552|Lombok Strait
525000944|BANTEN ENTERPRISE|220150944|YBSL|80|-8.247069|124.619726|Timor Sea
525000945|SPIL 091|220150945|YBDB|30|-1.12269|98.273897|Malacca Strait
525000946|MERATUS 395|220150946|YBGD|52|-3.391526|111.059779|Java Sea
525000947|ANAMBAS MARITIME|220150947|YBRH|31|-5.789635|131.153704|Banda Sea
525000948|DEPOK 817|220150948|YBBI|32|-8.166037|132.138652|Arafura Sea
525000949|BENGKULU TANKER|220150949|YBJS|36|-3.688142|119.977657|Makassar Strait
525000950|TANTO MARITIME|220150950|YBUT|37|-6.704212|105.151797|Sunda Strait
525000951|CIAMIS VICTORY|220150951|YBPP|60|-8.087108|115.636739|Lombok Strait
525000952|CIJULANG 318|220150952|YBIZ|70|-9.531897|123.400122|Timor Sea
525000953|CIREBON SEJAHTERA|220150953|YBKY|79|-0.845357|97.500397|Malacca Strait
525000954|PAMEUNGPEUK STAR|220150954|YBCD|80|-4.298073|107.212267|Java Sea
525000955|DOMPAK 360|220150955|YBVR|30|-5.68845|129.889637|Banda Sea
525000956|ANAMBAS 440|220150956|YBFK|52|-6.658508|132.40018|Arafura Sea
525000957|RANTAU 362|220150957|YBSX|31|-3.419348|119.182626|Makassar Strait
525000958|KEPRI FORTUNE|220150958|YBTU|32|-5.690087|104.951783|Sunda Strait
525000959|SUNGAI HARMONY|220150959|YBJI|36|-7.856418|114.258013|Lombok Strait
525000960|BALOI 607|220150960|YBYZ|37|-9.887666|127.046322|Timor Sea
525000961|SELAT CARGO|220150961|YBQZ|60|0.590865|98.644226|Malacca Strait
525000962|SINGAPORE VESSEL|220150962|YBRV|70|-6.023392|112.811606|Java Sea
525000963|KARAWANG 865|220150963|YBXW|79|-3.546137|129.576469|Banda Sea
525000964|BENGKALIS 810|220150964|YBID|80|-9.104259|134.173965|Arafura Sea
525000965|RIAU HARMONY|220150965|YBWH|30|-2.463158|118.855314|Makassar Strait
525000966|KEPULAUAN 159|220150966|YBHQ|52|-5.981733|105.186096|Sunda Strait
525000967|SAMUDERA VESSEL|220150967|YBAF|31|-8.009952|115.736453|Lombok Strait
525000968|DUMAI FREIGHT|220150968|YBQU|32|-8.78945|127.167154|Timor Sea
525000969|BAGAN TANKER|220150969|YBPP|36|-2.231952|100.92749|Malacca Strait
525000970|ANAMBAS NAVIGATOR|220150970|YBHZ|37|-6.395568|110.46156|Java Sea
525000971|PAINAN CARRIER|220150971|YBGI|60|-4.215115|126.576215|Banda Sea
525000972|PELABUHAN 643|220150972|YBNE|70|-6.407454|139.369965|Arafura Sea
525000973|BALOI 749|220150973|YBBC|79|-3.517426|119.435838|Makassar Strait
525000974|SAMUDERA PRIDE|220150974|YBNP|80|-6.511801|104.97354|Sunda Strait
525000975|BINTAN MAKMUR|220150975|YBMF|30|-8.951577|116.059552|Lombok Strait
525000976|KEPRI SPIRIT|220150976|YBRH|52|-8.107185|127.774146|Timor Sea
525000977|SIAK 104|220150977|YBVG|31|-2.531458|100.027073|Malacca Strait
525000978|NUSANTARA VICTORY|220150978|YBPX|32|-2.212939|107.931618|Java Sea
525000979|PEKANBARU CARRIER|220150979|YBJU|36|-5.469055|128.52094|Banda Sea
525000980|JAKARTA 176|220150980|YBFV|37|-8.523564|138.034266|Arafura Sea
525000981|BOGOR 670|220150981|YBRN|60|-3.155035|119.748835|Makassar Strait
525000982|PANGANDARAN LINE|220150982|YBBS|70|-6.762699|106.147087|Sunda Strait
525000983|ROKAN SHIP|220150983|YBUN|79|-8.942134|114.521209|Lombok Strait
525000984|MAJALENGKA SHIP|220150984|YBRO|80|-9.408929|126.464961|Timor Sea
525000985|SPIL 325|220150985|YBMN|30|0.914406|100.760745|Malacca Strait
525000986|TANJUNG 097|220150986|YBTQ|52|-3.760982|109.366757|Java Sea
525000987|NUSANTARA 877|220150987|YBPR|31|-3.604733|125.743028|Banda Sea
525000988|MERATUS FERRY|220150988|YBNC|32|-9.098738|137.980854|Arafura Sea
525000989|SENGGARANG EXPLORER|220150989|YBYM|36|-2.125071|117.650407|Makassar Strait
525000990|PELABUHAN 952|220150990|YBXF|37|-6.6216|106.278193|Sunda Strait
525000991|PARIAMAN MARITIME|220150991|YBPK|60|-8.157749|115.492879|Lombok Strait
525000992|ANAMBAS 449|220150992|YBVZ|70|-9.001608|127.288689|Timor Sea
525000993|PUNGGUR 794|220150993|YBCT|79|0.772987|99.032234|Malacca Strait
525000994|CIMAHI JAYA|220150994|YBKP|80|-2.818305|111.357386|Java Sea
525000995|KUNINGAN PIONEER|220150995|YBCD|30|-4.253477|126.731644|Banda Sea
525000996|MANONJAYA PRIDE|220150996|YBXM|52|-7.385037|136.967752|Arafura Sea
525000997|MORO EXPLORER|220150997|YBVK|31|-2.734913|119.652017|Makassar Strait
525000998|CIBALONG 992|220150998|YBDM|32|-5.530867|105.482921|Sunda Strait
525000999|PERTAMINA 986|220150999|YBYJ|36|-7.565079|115.948299|Lombok Strait
525001000|SERANG EXPRESS|220151000|YBDZ|37|-9.784843|123.96375|Timor Sea
